internship_title,internship_company,required_skills,internship_location,required_education,Stipend,mode,duration
Thermal Engineer,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED,"Transmission, Electrical Engineering",Mumbai,Diploma,"9,046.00",in-person,7 months
Treasury Analyst,INDUSIND BANK LTD.,"Financial Analysis, Loan Processing, Auditing, Investment Banking",Kolkata,MBA,"6,826.00",in-person,7 months
Sales Executive,PERNOD RICARD INDIA PRIVATE LIMITED,"Consumer Insights, Marketing",Kolkata,B.Com,"3,236.00",hybrid,4 months
Machine Learning Engineer,MARUTI SUZUKI INDIA LIMITED,"JavaScript, Machine Learning, Java, Python",Remote,B.Tech,"7,087.00",in-person,3 months
Telecom Technician,INDUS TOWERS LIMITED,"IoT, Network Engineering, RF Engineering",Ahmedabad,PhD,"7,057.00",hybrid,5 months
Mining Engineer,MOIL LIMITED,"Geology, Ore Processing",Mumbai,BBA,"5,402.00",hybrid,11 months
IT Support,SKF INDIA LIMITED,"JavaScript, DevOps",Jaipur,BBA,"6,610.00",online,10 months
Supply Chain Analyst,INTAS PHARMACEUTICALS LIMITED,"Product Development, Consumer Insights, Supply Chain",Lucknow,BBA,"2,224.00",in-person,8 months
Mineral Processing Engineer,MAHANADI COALFIELDS LIMITED,"Geology, Safety Management, Mining Engineering, Ore Processing",Kolkata,B.Sc,"9,471.00",hybrid,8 months
Environmental Officer,JSW STEEL LIMITED,"Mineral Processing, Geology",Delhi,PhD,"8,575.00",online,4 months
Credit Analyst,TATA AIG GENERAL INSURANCE COMPANY LIMITED,"Financial Analysis, Risk Management, Investment Banking",Remote,BA,"2,871.00",in-person,6 months
Accountant,BAJAJ ALLIANZ LIFE INSURANCE COMPANY LIMITED,"Risk Management, Investment Banking, Taxation",Lucknow,Diploma,"6,081.00",online,12 months
Distribution Manager,ADANI GANGAVARAM PORT LIMITED,"Supply Chain Management, Distribution, Warehouse Operations, Inventory Management",Remote,PhD,"8,491.00",in-person,3 months
Investment Banker,SBI GENERAL INSURANCE COMPANY LIMITED,"Risk Management, Financial Analysis",Pune,MBA,"2,143.00",hybrid,12 months
IT Support,KITEX CHILDRENSWEAR LIMITED,"React, DevOps, Java, JavaScript",Hyderabad,BA,"8,300.00",hybrid,3 months
Retail Manager,GLENMARK LIFE SCIENCES LIMITED,"Sales, Distribution",Hyderabad,B.Sc,"4,643.00",online,8 months
DevOps Engineer,TAFE MOTORS AND TRACTORS LIMITED,"JavaScript, Cloud Computing",Kolkata,Diploma,"2,603.00",online,3 months
Mineral Processing Engineer,NLC INDIA LIMITED,"Geology, Environmental Compliance, Mining Engineering",Delhi,BA,"6,250.00",online,10 months
Mineral Processing Engineer,COAL INDIA LTD GOVT OF INDIA UNDERTAKING,"Geology, Mineral Processing, Mining Engineering",Hyderabad,MBA,"4,486.00",online,6 months
IT Support,SAMMAAN CAPITAL LIMITED,"React, JavaScript",Delhi,BCA,"2,500.00",hybrid,11 months
Web Developer,J. P. MORGAN SERVICES INDIA PRIVATE LIMITED,"Python, SQL, React",Chennai,B.Sc,"6,541.00",hybrid,12 months
Distribution Executive,MONDELEZ INDIA FOODS PRIVATE LIMITED,"Consumer Insights, Sales, Marketing, Distribution",Delhi,M.Sc,"1,931.00",online,11 months
Software Developer,HONEYWELL TECHNOLOGY SOLUTIONS LAB PRIVATE LIMITED,"JavaScript, Python, Machine Learning, DevOps",Kolkata,B.Com,"8,855.00",online,8 months
Data Analyst,CAPGEMINI TECHNOLOGY SERVICES INDIA LIMITED,"Data Analysis, DevOps, React, Python",Mumbai,MBA,"5,712.00",hybrid,8 months
Cloud Architect,MAHINDRA AND MAHINDRA LIMITED,"Python, DevOps, Java",Bangalore,BA,"3,864.00",online,4 months
Exploration Geologist,RUNGTA MINES LIMITED,"Surveying, Mining Engineering, Mineral Processing, Geology",Kolkata,B.Tech,"4,299.00",online,10 months
Supply Chain Analyst,MICRO LABS LIMITED,"Supply Chain, Product Development, Retail Management",Hyderabad,Diploma,"2,813.00",online,10 months
Safety Officer,ODISHA MINING CORPORATION LIMITED,"Mineral Processing, Surveying, Exploration, Ore Processing",Hyderabad,B.Tech,"6,800.00",hybrid,2 months
QA Engineer,HCL TECHNOLOGIES LIMITED,"Cloud Computing, Java",Mumbai,PhD,"3,676.00",in-person,5 months
Data Analyst,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED,"Cloud Computing, Java, DevOps, Data Analysis",Delhi,Diploma,"1,841.00",online,9 months
RF Engineer,HUAWEI TELECOMMUNICATIONS (INDIA) COMPANY PRIVATE LIMITED,"Network Engineering, Telecom Infrastructure, IoT, Wireless Communication",Kolkata,Diploma,"6,526.00",in-person,4 months
Supply Chain Analyst,HINDUSTAN UNILEVER LIMITED,"Marketing, Retail Management, Consumer Insights, Supply Chain",Bangalore,BCA,"5,861.00",online,12 months
Retail Manager,DIVI S LABORATORIES LIMITED,"Brand Management, Product Development, Supply Chain, Marketing",Pune,BA,"5,959.00",hybrid,4 months
Thermal Engineer,TRANSMISSION CORPORATION OF TELANGANA LIMITED,"Grid Management, Power Plant Operations, Thermal Power, Energy Efficiency",Bangalore,MBA,"8,360.00",in-person,6 months
QA Engineer,SUNDARAM FINANCE LIMITED,"Python, SQL, Java, Machine Learning",Mumbai,MBA,"2,812.00",online,9 months
Project Engineer,PIDILITE INDUSTRIES LIMITED,"Civil Engineering, Safety Management",Lucknow,BCA,"8,316.00",online,4 months
DevOps Engineer,INFOSYS BPM LIMITED,"SQL, Cloud Computing, Java, JavaScript",Mumbai,M.Sc,"3,031.00",hybrid,8 months
Cloud Architect,SKODA AUTO VOLKSWAGEN INDIA PRIVATE LIMITED,"React, Data Analysis",Remote,B.Sc,"6,517.00",online,3 months
Supply Chain Analyst,EMCURE PHARMACEUTICALS LIMITED,"Retail Management, Marketing, Product Development",Pune,B.Sc,"7,670.00",online,11 months
Product Manager,RSPL LIMITED,"Sales, Consumer Insights, Marketing",Pune,BA,"7,773.00",in-person,8 months
Mineral Processing Engineer,MAHANADI COALFIELDS LIMITED,"Safety Management, Mineral Processing, Environmental Compliance",Ahmedabad,BA,"8,637.00",in-person,11 months
Construction Manager,G R INFRAPROJECTS LIMITED,"Estimation, Structural Design, Construction Management, Quality Control",Mumbai,B.Tech,"4,020.00",online,5 months
Machine Learning Engineer,EXIDE INDUSTRIES LIMITED,"Cloud Computing, Data Analysis",Remote,PhD,"6,921.00",hybrid,10 months
Machine Learning Engineer,GODREJ SEEDS & GENETICS LIMITED,"React, DevOps, Machine Learning",Ahmedabad,B.Tech,"5,020.00",hybrid,4 months
Project Engineer,DECCAN FINE CHEMICALS (INDIA) PRIVATE LIMITED,"Construction Management, Estimation, Structural Design",Kolkata,BA,"4,153.00",hybrid,5 months
Supply Chain Analyst,PARLE BISCUITS PRIVATE LIMITED,"Retail Management, Sales",Kolkata,Diploma,"6,924.00",in-person,9 months
Construction Manager,3M INDIA LIMITED,"Estimation, Safety Management, Civil Engineering, Project Management",Mumbai,BBA,"5,490.00",hybrid,5 months
Software Developer,GODREJ SEEDS & GENETICS LIMITED,"React, SQL",Delhi,B.Sc,"3,642.00",in-person,4 months
Sales Executive,UPL LIMITED,"Sales, Product Development, Marketing",Ahmedabad,MBA,"5,931.00",hybrid,11 months
Grid Engineer,SJVN LIMITED,"Electrical Engineering, Power Plant Operations",Ahmedabad,PhD,"3,560.00",hybrid,6 months
QA Engineer,PRESTIGE ESTATES PROJECTS LIMITED,"Java, Python, React, JavaScript",Kolkata,BBA,"2,299.00",in-person,5 months
DevOps Engineer,JAQUAR AND COMPANY PRIVATE LIMITED,"JavaScript, Cybersecurity",Pune,B.Sc,"7,765.00",online,7 months
Environmental Officer,THRIVENI EARTHMOVERS PRIVATE LIMITED,"Surveying, Ore Processing, Environmental Compliance, Mineral Processing",Lucknow,BA,"7,253.00",in-person,8 months
Safety Officer,HPCL-MITTAL ENERGY LIMITED,"Refining, Safety Compliance, Geology, Petroleum Engineering",Ahmedabad,MBA,"1,595.00",online,11 months
Data Analyst,ZOHO CORPORATION PRIVATE LIMITED,"Cloud Computing, Cybersecurity",Hyderabad,MBA,"9,795.00",hybrid,11 months
Supply Chain Analyst,MARICO LIMITED,"Sales, Consumer Insights, Brand Management, Distribution",Remote,MBA,"4,920.00",online,2 months
Thermal Engineer,NTPC LIMITED,"Renewable Energy, Power Plant Operations",Bangalore,B.Sc,"7,418.00",online,6 months
Machine Learning Engineer,VARSITY EDUCATION MANAGEMENT PRIVATE LIMITED,"Data Analysis, Python, React, DevOps",Chennai,MBA,"7,706.00",online,8 months
Cloud Architect,MAHINDRA AND MAHINDRA LIMITED,"Python, DevOps, Java",Bangalore,BA,"7,590.00",hybrid,3 months
IT Support,REDINGTON LIMITED,"DevOps, JavaScript",Delhi,MBA,"2,037.00",online,9 months
Project Engineer,PIDILITE INDUSTRIES LIMITED,"Civil Engineering, Safety Management",Lucknow,BCA,"8,957.00",online,11 months
DevOps Engineer,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,"SQL, Machine Learning, DevOps, JavaScript",Remote,B.Com,"9,387.00",hybrid,8 months
QA Engineer,ASHOK LEYLAND LIMITED,"Java, Machine Learning, Data Analysis",Lucknow,BBA,"8,743.00",in-person,12 months
Reservoir Engineer,BHARAT PETROLEUM CORPORATION LIMITED,"Refining, Reservoir Engineering, Geology, Safety Compliance",Pune,PhD,"4,064.00",hybrid,2 months
Sales Executive,COCA COLA INDIA PRIVATE LIMITED,"Retail Management, Distribution",Delhi,MBA,"8,462.00",in-person,6 months
Web Developer,REC LIMITED,"Python, Machine Learning",Lucknow,M.Sc,"9,880.00",hybrid,10 months
Safety Officer,BHUSHAN POWER & STEEL LIMITED,"Ore Processing, Exploration, Surveying, Environmental Compliance",Remote,B.Com,"9,157.00",online,11 months
Distribution Executive,EVEREST FOOD PRODUCTS PRIVATE LIMITED,"Marketing, Product Development, Distribution, Consumer Insights",Jaipur,MBA,"3,205.00",in-person,3 months
Production Engineer,HINDUSTAN AERONAUTICS LIMITED,"Electronics Design, Manufacturing, PCB Design",Delhi,BA,"6,554.00",in-person,6 months
Site Engineer,KEC INTERNATIONAL LIMITED,"Safety Management, Surveying, Structural Design, Project Management",Kolkata,MBA,"5,725.00",in-person,11 months
Software Developer,MACROTECH DEVELOPERS LIMITED,"Java, Python",Jaipur,BCA,"7,096.00",hybrid,10 months
Software Developer,HONDA MOTORCYCLE AND SCOOTER INDIA PVT LTD,"React, SQL, Cybersecurity, Data Analysis",Chennai,B.Sc,"4,292.00",online,7 months
Retail Manager,GLENMARK LIFE SCIENCES LIMITED,"Sales, Distribution",Hyderabad,B.Sc,"2,964.00",online,8 months
Distribution Executive,MONDELEZ INDIA FOODS PRIVATE LIMITED,"Brand Management, Consumer Insights, Supply Chain, Product Development",Ahmedabad,Diploma,"8,948.00",hybrid,11 months
QA Engineer,RELIANCE INDUSTRIES LIMITED,"Cloud Computing, Data Analysis, JavaScript",Chennai,BBA,"7,842.00",hybrid,4 months
Safety Officer,BHUSHAN POWER & STEEL LIMITED,"Ore Processing, Exploration, Surveying, Environmental Compliance",Remote,B.Com,"9,772.00",in-person,3 months
Financial Analyst,SBI LIFE INSURANCE COMPANY LIMITED,"Risk Management, Auditing",Remote,PhD,"2,249.00",in-person,7 months
Sales Executive,DR.REDDY S LABORATORIES LTD,"Product Development, Consumer Insights, Distribution, Supply Chain",Lucknow,B.Sc,"3,355.00",online,3 months
Retail Manager,EMAMI LIMITED,"Brand Management, Marketing",Bangalore,MBA,"4,964.00",in-person,5 months
Sales Executive,PERNOD RICARD INDIA PRIVATE LIMITED,"Consumer Insights, Marketing",Kolkata,B.Com,"6,827.00",in-person,11 months
Design Engineer,TATA POWER DELHI DISTRIBUTION LIMITED,"Transmission, Power Plant Operations, Thermal Power, Electrical Engineering",Jaipur,M.Sc,"4,620.00",in-person,5 months
DevOps Engineer,DLF LIMITED,"Python, SQL, Cybersecurity",Kolkata,BA,"4,972.00",in-person,11 months
Mining Engineer,JINDAL SAW LIMITED,"Mining Engineering, Environmental Compliance",Delhi,B.Sc,"6,216.00",online,3 months
Safety Officer,GUJARAT ALKALIES AND CHEMICALS LIMITED,"Civil Engineering, Quality Control",Chennai,M.Sc,"7,620.00",hybrid,11 months
Pipeline Engineer,PETRONET LNG LIMITED,"Drilling Operations, Geology",Kolkata,PhD,"7,410.00",online,2 months
QA Engineer,KOTAK SECURITIES LIMITED,"Java, SQL, Cybersecurity, Python",Mumbai,B.Tech,"5,593.00",hybrid,12 months
Geologist,BHUSHAN POWER & STEEL LIMITED,"Mining Engineering, Geology, Environmental Compliance",Bangalore,BA,"2,062.00",hybrid,6 months
Ore Processing Technician,EASTERN COALFIELDS LTD,"Environmental Compliance, Geology",Bangalore,MBA,"6,653.00",hybrid,10 months
Project Engineer,3M INDIA LIMITED,"Construction Management, Structural Design",Chennai,B.Sc,"8,658.00",online,8 months
Safety Officer,BHUSHAN POWER & STEEL LIMITED,"Ore Processing, Exploration, Surveying, Environmental Compliance",Remote,B.Com,"3,462.00",online,9 months
Brand Manager,LUPIN LIMITED,"Marketing, Distribution, Sales",Kolkata,B.Tech,"4,324.00",hybrid,7 months
Software Developer,INFOSYS LIMITED,"Python, Data Analysis, JavaScript, Cybersecurity",Delhi,Diploma,"8,268.00",in-person,7 months
Web Developer,BHARAT FORGE LTD,"Cybersecurity, Python, React",Mumbai,BCA,"4,318.00",in-person,7 months
Telecom Technician,INDUS TOWERS LIMITED,"IoT, Network Engineering, RF Engineering",Ahmedabad,PhD,"2,076.00",online,5 months
Supply Chain Analyst,RSPL LIMITED,"Supply Chain, Consumer Insights",Kolkata,B.Tech,"1,955.00",hybrid,9 months
IT Support,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED,"Machine Learning, Cybersecurity, Cloud Computing, JavaScript",Hyderabad,MBA,"5,258.00",hybrid,10 months
Exploration Geologist,NATIONAL ALUMINIUM CO LTD,"Geology, Mining Engineering, Exploration, Surveying",Delhi,MBA,"4,599.00",in-person,5 months
Process Engineer,OIL AND NATURAL GAS CORPORATION LIMITED,"Field Operations, Safety Compliance, Reservoir Engineering, Petroleum Engineering",Jaipur,PhD,"2,618.00",in-person,5 months
DevOps Engineer,STANDARD CHARTERED GLOBAL BUSINESS SERVICES PRIVATE LIMITED,"Java, React, Machine Learning, Cloud Computing",Lucknow,BA,"3,939.00",hybrid,4 months
IT Support,CAN FIN HOMES LIMITED,"JavaScript, SQL, Java",Remote,PhD,"2,114.00",in-person,10 months
Site Engineer,SHREE CEMENT LIMITED,"Quality Control, Safety Management",Mumbai,MBA,"9,921.00",in-person,8 months
Distribution Executive,MONDELEZ INDIA FOODS PRIVATE LIMITED,"Brand Management, Consumer Insights, Supply Chain, Product Development",Ahmedabad,Diploma,"7,010.00",online,5 months
Petroleum Engineer,INDIAN OIL CORPORATION LIMITED,"Geology, Drilling Operations",Delhi,BCA,"7,811.00",in-person,7 months
Sales Executive,DR.REDDY S LABORATORIES LTD,"Product Development, Consumer Insights, Distribution, Supply Chain",Lucknow,B.Sc,"6,391.00",hybrid,11 months
Data Analyst,FRANKLIN TEMPLETON ASSET MANAGEMENT (INDIA) PRIVATE LIMITED,"JavaScript, React",Hyderabad,BA,"6,003.00",online,12 months
Brand Manager,AVENUE SUPERMARTS LIMITED,"Brand Management, Consumer Insights, Product Development, Marketing",Delhi,BA,"6,091.00",in-person,10 months
Supply Chain Analyst,TORRENT PHARMACEUTICALS LTD,"Marketing, Product Development, Distribution, Supply Chain",Delhi,BCA,"4,308.00",in-person,8 months
Data Analyst,INFO EDGE (INDIA) LIMITED,"SQL, Machine Learning, Java, DevOps",Lucknow,BBA,"5,195.00",hybrid,10 months
Machine Learning Engineer,MICROSOFT INDIA (R&D) PRIVATE LIMITED,"JavaScript, Data Analysis, SQL",Delhi,BCA,"3,576.00",in-person,8 months
Retail Manager,GLENMARK LIFE SCIENCES LIMITED,"Sales, Distribution",Hyderabad,B.Sc,"3,923.00",in-person,6 months
Consumer Insights Analyst,DABUR INDIA LIMITED,"Product Development, Marketing, Brand Management",Delhi,MBA,"9,646.00",in-person,6 months
System Integrator,STERLITE TECHNOLOGIES LIMITED,"5G Technology, Optical Fiber",Remote,Diploma,"3,307.00",in-person,11 months
Data Analyst,MICROSOFT INDIA (R&D) PRIVATE LIMITED,"SQL, DevOps",Pune,MBA,"3,717.00",hybrid,8 months
Credit Analyst,CITY UNION BANK LIMITED,"Financial Modeling, Accounting, Taxation, Financial Analysis",Ahmedabad,BA,"1,721.00",hybrid,12 months
DevOps Engineer,M.P. AGROTONICS LIMITED,"Cloud Computing, Machine Learning, Python",Mumbai,M.Sc,"6,408.00",in-person,7 months
Web Developer,DELL INTERNATIONAL SERVICES INDIA PRIVATE LIMITED,"Machine Learning, JavaScript, SQL",Pune,BBA,"3,923.00",hybrid,2 months
Marketing Executive,PI INDUSTRIES LIMITED,"Consumer Insights, Marketing",Jaipur,M.Sc,"7,810.00",in-person,5 months
Project Engineer,JAMNAGAR UTILITIES & POWER PRIVATE LIMITED,"Maintenance, Power Plant Operations, Transmission",Bangalore,B.Sc,"9,412.00",in-person,5 months
Machine Learning Engineer,SOCIETE GENERALE SECURITIES INDIA PRIVATE LIMITED,"Cybersecurity, Python",Kolkata,M.Sc,"5,580.00",hybrid,5 months
Project Engineer,3M INDIA LIMITED,"Construction Management, Structural Design",Chennai,B.Sc,"8,521.00",hybrid,2 months
Software Developer,BOSCH GLOBAL SOFTWARE TECHNOLOGIES PRIVATE LIMITED,"Cloud Computing, Machine Learning, React",Kolkata,B.Sc,"4,131.00",online,4 months
Credit Analyst,TATA AIG GENERAL INSURANCE COMPANY LIMITED,"Taxation, Financial Analysis, Investment Banking, Loan Processing",Remote,Diploma,"8,301.00",online,12 months
Machine Learning Engineer,TOYOTA KIRLOSKAR MOTOR PRIVATE LIMITED,"Python, Machine Learning",Lucknow,B.Tech,"8,690.00",in-person,6 months
DevOps Engineer,BERGER PAINTS INDIA LIMITED,"React, Machine Learning",Jaipur,Diploma,"1,849.00",in-person,5 months
Distribution Executive,AUROBINDO PHARMA LTD,"Brand Management, Consumer Insights, Product Development, Distribution",Hyderabad,BA,"7,560.00",online,11 months
Supply Chain Analyst,RITES LIMITED,"Inventory Management, Logistics Planning, Distribution",Pune,BCA,"9,394.00",in-person,12 months
Grid Engineer,SJVN LIMITED,"Electrical Engineering, Power Plant Operations",Ahmedabad,PhD,"6,086.00",hybrid,6 months
Software Developer,MACROTECH DEVELOPERS LIMITED,"Java, Python",Jaipur,BCA,"7,052.00",hybrid,9 months
Web Developer,GENPACT INDIA PRIVATE LIMITED,"Python, SQL, Java, React",Chennai,MBA,"7,919.00",online,6 months
Web Developer,PNB HOUSING FINANCE LIMITED,"Machine Learning, Java, React",Mumbai,BA,"3,312.00",in-person,11 months
Exploration Geologist,RUNGTA MINES LIMITED,"Surveying, Mining Engineering, Mineral Processing, Geology",Kolkata,B.Tech,"2,832.00",online,7 months
Consumer Insights Analyst,IPCA LABORATORIES LIMITED,"Distribution, Supply Chain, Brand Management",Mumbai,MBA,"6,903.00",hybrid,3 months
Exploration Geologist,HINDALCO INDUSTRIES LIMITED,"Safety Management, Exploration, Environmental Compliance, Surveying",Hyderabad,MBA,"5,429.00",online,12 months
Distribution Executive,UNITED BREWERIES LIMITED,"Consumer Insights, Brand Management, Retail Management, Marketing",Remote,M.Sc,"5,857.00",hybrid,8 months
QA Engineer,APARNA INFRAHOUSING PRIVATE LIMITED (PART IX),"Cybersecurity, Cloud Computing",Chennai,B.Sc,"4,236.00",hybrid,4 months
DevOps Engineer,SKODA AUTO VOLKSWAGEN INDIA PRIVATE LIMITED,"DevOps, Java",Remote,B.Tech,"3,179.00",in-person,2 months
Surveyor,ASHOKA BUILDCON LIMITED,"Safety Management, Surveying",Mumbai,B.Com,"5,797.00",in-person,5 months
Treasury Analyst,INDUSIND BANK LTD.,"Investment Banking, Accounting, Risk Management, Taxation",Kolkata,BCA,"3,684.00",online,8 months
Loan Officer,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,"Accounting, Investment Banking",Bangalore,BBA,"3,490.00",in-person,5 months
Ore Processing Technician,INDIAN METALS AND FERRO ALLOYS LTD.,"Safety Management, Mineral Processing, Exploration, Environmental Compliance",Hyderabad,BBA,"1,649.00",online,11 months
Marketing Executive,RELIANCE RETAIL LIMITED,"Consumer Insights, Retail Management, Sales, Brand Management",Remote,M.Sc,"8,932.00",online,7 months
Exploration Geologist,HINDALCO INDUSTRIES LIMITED,"Safety Management, Exploration, Environmental Compliance, Surveying",Hyderabad,MBA,"4,110.00",in-person,10 months
Mining Engineer,TUBE INVESTMENTS OF INDIA LIMITED,"Mineral Processing, Geology, Surveying",Jaipur,B.Sc,"5,455.00",hybrid,8 months
Web Developer,BAJAJ FINANCE LIMITED,"DevOps, Machine Learning",Remote,M.Sc,"7,692.00",in-person,10 months
Site Engineer,NHDC LIMITED,"Quality Control, Estimation, Structural Design",Kolkata,MBA,"8,271.00",hybrid,4 months
Freight Coordinator,ADANI HAZIRA PORT LIMITED,"Warehouse Operations, Supply Chain Management",Jaipur,B.Sc,"2,042.00",online,5 months
Quality Inspector,COLOURTEX INDUSTRIES PRIVATE LIMITED,"Structural Design, Quality Control, Surveying, Project Management",Hyderabad,PhD,"1,546.00",hybrid,2 months
Project Engineer,SHREE RAMKRISHNA EXPORTS PRIVATE LIMITED,"Construction Management, Quality Control, Surveying, Safety Management",Kolkata,Diploma,"7,036.00",hybrid,11 months
DevOps Engineer,STANDARD CHARTERED GLOBAL BUSINESS SERVICES PRIVATE LIMITED,"Java, React, Machine Learning, Cloud Computing",Lucknow,BA,"9,251.00",online,4 months
QA Engineer,MAHINDRA AND MAHINDRA FINANCIAL SERVICES LIMITED,"DevOps, Machine Learning",Hyderabad,M.Sc,"8,533.00",in-person,4 months
