candidate_skills,candidate_location,candidate_education,internship_title,internship_company,required_skills,internship_location,required_education
"Naval Architecture, Welding, Safety Management, Maintenance, Compliance, Financial Analysis, Risk Management",Mumbai,BBA,Distribution Executive,DIVI S LABORATORIES LIMITED,"Supply Chain, Consumer Insights, Brand Management, Sales",Pune,Diploma
"Naval Architecture, Welding, Safety Management, Maintenance, Compliance, Financial Analysis, Risk Management",Mumbai,BBA,Process Engineer,OIL AND NATURAL GAS CORPORATION LIMITED,"Field Operations, Safety Compliance, Reservoir Engineering, Petroleum Engineering",Jaipur,PhD
"Naval Architecture, Welding, Safety Management, Maintenance, Compliance, Financial Analysis, Risk Management",Mumbai,BBA,DevOps Engineer,REDINGTON LIMITED,"Machine Learning, Cybersecurity",Jaipur,PhD
"Naval Architecture, Welding, Safety Management, Maintenance, Compliance, Financial Analysis, Risk Management",Mumbai,BBA,Project Engineer,TATA POWER DELHI DISTRIBUTION LIMITED,"Grid Management, Maintenance, Energy Efficiency",Ahmedabad,MBA
"Naval Architecture, Welding, Safety Management, Maintenance, Compliance, Financial Analysis, Risk Management",Mumbai,BBA,Civil Engineer,NCC LIMITED,"Civil Engineering, Safety Management",Kolkata,BBA
"Inventory Management, Transportation, Distribution, Transmission, Energy Efficiency, Thermal Power, Electrical Engineering, Broadcasting, Video Editing, Scriptwriting, Social Media",Mumbai,PhD,Mining Engineer,THE SINGARENI COLLIERIES COMPANY LIMITED,"Surveying, Geology",Jaipur,BA
"Inventory Management, Transportation, Distribution, Transmission, Energy Efficiency, Thermal Power, Electrical Engineering, Broadcasting, Video Editing, Scriptwriting, Social Media",Mumbai,PhD,DevOps Engineer,BERGER PAINTS INDIA LIMITED,"React, Machine Learning",Jaipur,Diploma
"Inventory Management, Transportation, Distribution, Transmission, Energy Efficiency, Thermal Power, Electrical Engineering, Broadcasting, Video Editing, Scriptwriting, Social Media",Mumbai,PhD,Brand Manager,PATANJALI AYURVED LIMITED,"Supply Chain, Marketing, Distribution",Kolkata,M.Sc
"Inventory Management, Transportation, Distribution, Transmission, Energy Efficiency, Thermal Power, Electrical Engineering, Broadcasting, Video Editing, Scriptwriting, Social Media",Mumbai,PhD,Data Analyst,PIRAMAL CAPITAL & HOUSING FINANCE LIMITED,"React, Python, Cybersecurity",Delhi,Diploma
"Inventory Management, Transportation, Distribution, Transmission, Energy Efficiency, Thermal Power, Electrical Engineering, Broadcasting, Video Editing, Scriptwriting, Social Media",Mumbai,PhD,Web Developer,AMERICAN EXPRESS(INDIA) PRIVATE LIMITED,"DevOps, Cybersecurity, Java",Delhi,Diploma
"Inventory Management, Transportation, Distribution, Transmission, Energy Efficiency, Thermal Power, Electrical Engineering, Broadcasting, Video Editing, Scriptwriting, Social Media",Mumbai,PhD,Transportation Specialist,ADANI HARBOUR SERVICES LIMITED,"Supply Chain Management, Warehouse Operations, Transportation",Mumbai,M.Sc
"Inventory Management, Transportation, Distribution, Transmission, Energy Efficiency, Thermal Power, Electrical Engineering, Broadcasting, Video Editing, Scriptwriting, Social Media",Mumbai,PhD,Exploration Geologist,JINDAL STEEL & POWER LIMITED,"Exploration, Environmental Compliance, Geology, Surveying",Pune,BBA
"Inventory Management, Transportation, Distribution, Transmission, Energy Efficiency, Thermal Power, Electrical Engineering, Broadcasting, Video Editing, Scriptwriting, Social Media",Mumbai,PhD,Supply Chain Analyst,CIPLA LIMITED,"Brand Management, Distribution, Product Development",Remote,M.Sc
"Inventory Management, Transportation, Distribution, Transmission, Energy Efficiency, Thermal Power, Electrical Engineering, Broadcasting, Video Editing, Scriptwriting, Social Media",Mumbai,PhD,Mineral Processing Engineer,UTKAL ALUMINA INTERNATIONAL LIMITED.,"Safety Management, Mineral Processing",Remote,Diploma
"Inventory Management, Transportation, Distribution, Transmission, Energy Efficiency, Thermal Power, Electrical Engineering, Broadcasting, Video Editing, Scriptwriting, Social Media",Mumbai,PhD,Software Developer,TATA MOTORS LIMITED,"SQL, Cloud Computing, Data Analysis",Mumbai,MBA
"Agricultural Chemistry, Quality Control, Fertilizer Production, Environmental Management, Safety Management",Ahmedabad,BCA,Cloud Architect,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED,"Cloud Computing, React, Cybersecurity",Pune,MBA
"Agricultural Chemistry, Quality Control, Fertilizer Production, Environmental Management, Safety Management",Ahmedabad,BCA,Machine Learning Engineer,FINOLEX CABLES LIMITED,"SQL, DevOps",Mumbai,B.Com
"Agricultural Chemistry, Quality Control, Fertilizer Production, Environmental Management, Safety Management",Ahmedabad,BCA,Marketing Executive,RELIANCE RETAIL LIMITED,"Product Development, Brand Management",Kolkata,Diploma
"Agricultural Chemistry, Quality Control, Fertilizer Production, Environmental Management, Safety Management",Ahmedabad,BCA,Inventory Analyst,THE GREAT EASTERN SHIPPING COMPANY LIMITED,"Transportation, Procurement",Chennai,BBA
"Agricultural Chemistry, Quality Control, Fertilizer Production, Environmental Management, Safety Management",Ahmedabad,BCA,Petroleum Engineer,INDIAN OIL CORPORATION LIMITED,"Geology, Drilling Operations",Delhi,BCA
"Agricultural Chemistry, Quality Control, Fertilizer Production, Environmental Management, Safety Management",Ahmedabad,BCA,Machine Learning Engineer,KIRAN GEMS PRIVATE LIMITED,"JavaScript, Java, Python",Kolkata,BA
"Agricultural Chemistry, Quality Control, Fertilizer Production, Environmental Management, Safety Management",Ahmedabad,BCA,Maintenance Engineer,WINSOL SOLAR FIELDS (POLEPALLY) PRIVATE LIMITED,"Maintenance, Energy Efficiency, Power Plant Operations",Mumbai,BBA
"Agricultural Chemistry, Quality Control, Fertilizer Production, Environmental Management, Safety Management",Ahmedabad,BCA,Risk Analyst,THE FEDERAL BANK LTD,"Wealth Management, Loan Processing, Investment Banking",Remote,BCA
"Agricultural Chemistry, Quality Control, Fertilizer Production, Environmental Management, Safety Management",Ahmedabad,BCA,Distribution Executive,DABUR INDIA LIMITED,"Retail Management, Product Development, Sales",Mumbai,B.Sc
"Agricultural Chemistry, Quality Control, Fertilizer Production, Environmental Management, Safety Management",Ahmedabad,BCA,Civil Engineer,GHCL LIMITED,"Project Management, Civil Engineering, Structural Design, Surveying",Chennai,BCA
"Sales, Manufacturing, Distribution, Packaging, Wind Energy, Maintenance, Policy Analysis",Pune,M.Sc,Web Developer,KOTAK MAHINDRA PRIME LIMITED,"Python, Machine Learning, Cloud Computing",Delhi,BCA
"Sales, Manufacturing, Distribution, Packaging, Wind Energy, Maintenance, Policy Analysis",Pune,M.Sc,Software Developer,ORACLE INDIA PRIVATE LIMITED,"Python, DevOps, Data Analysis, Cloud Computing",Remote,PhD
"Sales, Manufacturing, Distribution, Packaging, Wind Energy, Maintenance, Policy Analysis",Pune,M.Sc,Construction Manager,DEEPAK NITRITE LIMITED,"Construction Management, Estimation",Mumbai,Diploma
"Sales, Manufacturing, Distribution, Packaging, Wind Energy, Maintenance, Policy Analysis",Pune,M.Sc,Supply Chain Analyst,MICRO LABS LIMITED,"Supply Chain, Product Development, Retail Management",Hyderabad,Diploma
"Sales, Manufacturing, Distribution, Packaging, Wind Energy, Maintenance, Policy Analysis",Pune,M.Sc,Quality Inspector,SHREE RAMKRISHNA EXPORTS PRIVATE LIMITED,"Civil Engineering, Construction Management, Structural Design",Ahmedabad,B.Tech
"Sales, Manufacturing, Distribution, Packaging, Wind Energy, Maintenance, Policy Analysis",Pune,M.Sc,DevOps Engineer,LIC HOUSING FINANCE LTD,"Cybersecurity, React, Cloud Computing",Jaipur,M.Sc
"Sales, Manufacturing, Distribution, Packaging, Wind Energy, Maintenance, Policy Analysis",Pune,M.Sc,Quality Inspector,TAMILNADU POWER FINANCE AND INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,"Safety Management, Civil Engineering",Mumbai,BBA
"Sales, Manufacturing, Distribution, Packaging, Wind Energy, Maintenance, Policy Analysis",Pune,M.Sc,IT Support,EICHER MOTORS LIMITED,"Python, Data Analysis",Chennai,BBA
"Sales, Manufacturing, Distribution, Packaging, Wind Energy, Maintenance, Policy Analysis",Pune,M.Sc,Mining Engineer,THE SINGARENI COLLIERIES COMPANY LIMITED,"Surveying, Geology",Jaipur,BA
"Sales, Manufacturing, Distribution, Packaging, Wind Energy, Maintenance, Policy Analysis",Pune,M.Sc,Web Developer,J. P. MORGAN SERVICES INDIA PRIVATE LIMITED,"Python, SQL, React",Chennai,B.Sc
"Broadcasting, Content Creation, Research, Field Trials, Agricultural Chemistry, Quality Control",Pune,B.Tech,IT Support,ZOHO CORPORATION PRIVATE LIMITED,"DevOps, Cybersecurity",Bangalore,MBA
"Broadcasting, Content Creation, Research, Field Trials, Agricultural Chemistry, Quality Control",Pune,B.Tech,Machine Learning Engineer,PIRAMAL CAPITAL & HOUSING FINANCE LIMITED,"React, SQL",Bangalore,BCA
"Broadcasting, Content Creation, Research, Field Trials, Agricultural Chemistry, Quality Control",Pune,B.Tech,IT Support,MUSIGMA BUSINESS SOLUTIONS PRIVATE LIMITED,"SQL, DevOps",Remote,M.Sc
"Broadcasting, Content Creation, Research, Field Trials, Agricultural Chemistry, Quality Control",Pune,B.Tech,Project Engineer,SJVN LIMITED,"Electrical Engineering, Grid Management, Power Plant Operations",Ahmedabad,MBA
"Broadcasting, Content Creation, Research, Field Trials, Agricultural Chemistry, Quality Control",Pune,B.Tech,Treasury Analyst,ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED,"Financial Analysis, Auditing, Taxation, Wealth Management",Bangalore,BA
"Broadcasting, Content Creation, Research, Field Trials, Agricultural Chemistry, Quality Control",Pune,B.Tech,Credit Analyst,TATA AIG GENERAL INSURANCE COMPANY LIMITED,"Financial Analysis, Risk Management, Investment Banking",Remote,BA
"Broadcasting, Content Creation, Research, Field Trials, Agricultural Chemistry, Quality Control",Pune,B.Tech,QA Engineer,HYUNDAI MOTOR INDIA LIMITED,"Machine Learning, SQL, JavaScript, DevOps",Chennai,B.Tech
"Broadcasting, Content Creation, Research, Field Trials, Agricultural Chemistry, Quality Control",Pune,B.Tech,Cloud Architect,MACROTECH DEVELOPERS LIMITED,"DevOps, JavaScript",Jaipur,B.Sc
"Broadcasting, Content Creation, Research, Field Trials, Agricultural Chemistry, Quality Control",Pune,B.Tech,Surveyor,ESSEL MINING & INDUSTRIES LTD.,"Ore Processing, Environmental Compliance, Surveying, Safety Management",Remote,B.Sc
"Broadcasting, Content Creation, Research, Field Trials, Agricultural Chemistry, Quality Control",Pune,B.Tech,Construction Manager,MSPL LIMITED,"Construction Management, Estimation, Civil Engineering",Lucknow,B.Tech
"Quality Control, Flight Testing, Maintenance, Weapon Systems, Food Preparation, Hospitality Management, Menu Planning, Environmental Compliance, Drilling, Equipment Maintenance, Mining Operations",Hyderabad,B.Tech,Project Engineer,DEEPAK NITRITE LIMITED,"Estimation, Civil Engineering, Structural Design",Remote,B.Tech
"Quality Control, Flight Testing, Maintenance, Weapon Systems, Food Preparation, Hospitality Management, Menu Planning, Environmental Compliance, Drilling, Equipment Maintenance, Mining Operations",Hyderabad,B.Tech,Credit Analyst,CITY UNION BANK LIMITED,"Financial Modeling, Accounting, Taxation, Financial Analysis",Ahmedabad,BA
"Quality Control, Flight Testing, Maintenance, Weapon Systems, Food Preparation, Hospitality Management, Menu Planning, Environmental Compliance, Drilling, Equipment Maintenance, Mining Operations",Hyderabad,B.Tech,Product Manager,MICRO LABS LIMITED,"Retail Management, Supply Chain",Mumbai,BBA
"Quality Control, Flight Testing, Maintenance, Weapon Systems, Food Preparation, Hospitality Management, Menu Planning, Environmental Compliance, Drilling, Equipment Maintenance, Mining Operations",Hyderabad,B.Tech,Treasury Analyst,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,"Investment Banking, Taxation, Accounting, Loan Processing",Delhi,Diploma
"Quality Control, Flight Testing, Maintenance, Weapon Systems, Food Preparation, Hospitality Management, Menu Planning, Environmental Compliance, Drilling, Equipment Maintenance, Mining Operations",Hyderabad,B.Tech,Cloud Architect,ZEE ENTERTAINMENT ENTERPRISES LIMITED,"Java, DevOps, React, Data Analysis",Jaipur,B.Sc
"Quality Control, Flight Testing, Maintenance, Weapon Systems, Food Preparation, Hospitality Management, Menu Planning, Environmental Compliance, Drilling, Equipment Maintenance, Mining Operations",Hyderabad,B.Tech,Construction Manager,3M INDIA LIMITED,"Estimation, Safety Management, Civil Engineering, Project Management",Mumbai,BBA
"Quality Control, Flight Testing, Maintenance, Weapon Systems, Food Preparation, Hospitality Management, Menu Planning, Environmental Compliance, Drilling, Equipment Maintenance, Mining Operations",Hyderabad,B.Tech,DevOps Engineer,ZEROIDA BROKING LIMITED,"DevOps, Cloud Computing",Remote,M.Sc
"Quality Control, Flight Testing, Maintenance, Weapon Systems, Food Preparation, Hospitality Management, Menu Planning, Environmental Compliance, Drilling, Equipment Maintenance, Mining Operations",Hyderabad,B.Tech,DevOps Engineer,BOSCH LIMITED,"Cybersecurity, Data Analysis, DevOps",Hyderabad,BCA
"Quality Control, Flight Testing, Maintenance, Weapon Systems, Food Preparation, Hospitality Management, Menu Planning, Environmental Compliance, Drilling, Equipment Maintenance, Mining Operations",Hyderabad,B.Tech,QA Engineer,NIYOGI ENTERPRISE PRIVATE LIMITED,"Cybersecurity, SQL",Chennai,B.Tech
"Quality Control, Flight Testing, Maintenance, Weapon Systems, Food Preparation, Hospitality Management, Menu Planning, Environmental Compliance, Drilling, Equipment Maintenance, Mining Operations",Hyderabad,B.Tech,Renewable Energy Specialist,ADANI TRANSMISSION (INDIA) LIMITED,"Grid Management, Maintenance, Electrical Engineering, Power Plant Operations",Jaipur,BBA
"IoT, 5G Technology, Data Transmission, Wireless Communication, Research, Brewing, Packaging",Kolkata,BBA,Supply Chain Analyst,RELIANCE RETAIL VENTURES LIMITED,"Supply Chain, Consumer Insights, Sales, Retail Management",Jaipur,M.Sc
"IoT, 5G Technology, Data Transmission, Wireless Communication, Research, Brewing, Packaging",Kolkata,BBA,IT Support,TATA CAPITAL HOUSING FINANCE LIMITED,"Cloud Computing, JavaScript",Hyderabad,BA
"IoT, 5G Technology, Data Transmission, Wireless Communication, Research, Brewing, Packaging",Kolkata,BBA,QA Engineer,ASHOK LEYLAND LIMITED,"Java, Machine Learning, Data Analysis",Lucknow,BBA
"IoT, 5G Technology, Data Transmission, Wireless Communication, Research, Brewing, Packaging",Kolkata,BBA,QA Engineer,CAPGEMINI TECHNOLOGY SERVICES INDIA LIMITED,"DevOps, Cloud Computing, Machine Learning, SQL",Jaipur,PhD
"IoT, 5G Technology, Data Transmission, Wireless Communication, Research, Brewing, Packaging",Kolkata,BBA,Supply Chain Analyst,INTAS PHARMACEUTICALS LIMITED,"Product Development, Consumer Insights, Supply Chain",Lucknow,BBA
"IoT, 5G Technology, Data Transmission, Wireless Communication, Research, Brewing, Packaging",Kolkata,BBA,IT Support,STANDARD CHARTERED GLOBAL BUSINESS SERVICES PRIVATE LIMITED,"Cloud Computing, Python, Cybersecurity",Lucknow,B.Com
"IoT, 5G Technology, Data Transmission, Wireless Communication, Research, Brewing, Packaging",Kolkata,BBA,QA Engineer,HCL TECHNOLOGIES LIMITED,"Cloud Computing, Java",Mumbai,PhD
"IoT, 5G Technology, Data Transmission, Wireless Communication, Research, Brewing, Packaging",Kolkata,BBA,Retail Manager,ITC LIMITED,"Marketing, Sales, Brand Management",Bangalore,MBA
"IoT, 5G Technology, Data Transmission, Wireless Communication, Research, Brewing, Packaging",Kolkata,BBA,Geologist,NAYARA ENERGY LIMITED,"Geology, Reservoir Engineering, Refining, Petroleum Engineering",Hyderabad,Diploma
"IoT, 5G Technology, Data Transmission, Wireless Communication, Research, Brewing, Packaging",Kolkata,BBA,Supply Chain Analyst,UNITED SPIRITS LIMITED,"Consumer Insights, Brand Management",Jaipur,B.Tech
"Investment, Risk Management, Accounting, React, Data Analysis, DevOps",Pune,BA,Data Analyst,VODAFONE IDEA LIMITED,"IoT, Wireless Communication, 5G Technology",Kolkata,B.Sc
"Investment, Risk Management, Accounting, React, Data Analysis, DevOps",Pune,BA,Software Developer,GODREJ SEEDS & GENETICS LIMITED,"React, SQL",Delhi,B.Sc
"Investment, Risk Management, Accounting, React, Data Analysis, DevOps",Pune,BA,Cloud Architect,ADITYA BIRLA FINANCE LIMITED,"Cybersecurity, Java, React, Data Analysis",Delhi,M.Sc
"Investment, Risk Management, Accounting, React, Data Analysis, DevOps",Pune,BA,Project Engineer,DECCAN FINE CHEMICALS (INDIA) PRIVATE LIMITED,"Construction Management, Estimation, Structural Design",Kolkata,BA
"Investment, Risk Management, Accounting, React, Data Analysis, DevOps",Pune,BA,Sales Executive,MANKIND PHARMA LIMITED,"Retail Management, Brand Management, Product Development",Pune,B.Com
"Investment, Risk Management, Accounting, React, Data Analysis, DevOps",Pune,BA,Supply Chain Analyst,MICRO LABS LIMITED,"Supply Chain, Product Development, Retail Management",Hyderabad,Diploma
"Investment, Risk Management, Accounting, React, Data Analysis, DevOps",Pune,BA,Safety Officer,RAIL VIKAS NIGAM LIMITED,"Quality Control, Project Management, Structural Design, Estimation",Lucknow,MBA
